97	159	FALLING_ACTION
131	161	PRECONDITION
101	114	FALLING_ACTION
43	205	PRECONDITION
83	101	PRECONDITION
127	161	PRECONDITION
115	142	PRECONDITION
83	131	PRECONDITION
161	213	FALLING_ACTION
114	213	FALLING_ACTION
205	210	FALLING_ACTION
61	81	FALLING_ACTION
115	210	FALLING_ACTION
101	131	PRECONDITION
40	205	PRECONDITION
131	213	FALLING_ACTION
83	115	PRECONDITION
40	213	PRECONDITION
159	161	FALLING_ACTION
83	142	PRECONDITION
142	159	PRECONDITION
114	161	FALLING_ACTION
83	161	PRECONDITION
38	210	FALLING_ACTION
127	142	PRECONDITION
131	142	PRECONDITION
38	97	PRECONDITION
114	131	PRECONDITION
101	115	FALLING_ACTION
127	131	PRECONDITION
101	142	PRECONDITION
38	40	FALLING_ACTION
101	159	PRECONDITION
83	127	PRECONDITION
43	115	PRECONDITION
210	213	PRECONDITION
83	213	PRECONDITION
101	161	PRECONDITION
131	159	PRECONDITION
142	213	FALLING_ACTION
101	127	FALLING_ACTION
43	213	PRECONDITION
72_74	81	FALLING_ACTION
83	114	PRECONDITION
114	159	PRECONDITION
97	205	FALLING_ACTION
101	213	FALLING_ACTION
142	161	PRECONDITION
40	115	PRECONDITION
38	43	FALLING_ACTION
114	127	FALLING_ACTION
67	83	PRECONDITION
115	161	PRECONDITION
114	142	PRECONDITION
115	131	PRECONDITION
114	115	FALLING_ACTION
