21	61	FALLING_ACTION
32	98	PRECONDITION
21	25	FALLING_ACTION
21	62	FALLING_ACTION
21	34	FALLING_ACTION
34	102	PRECONDITION
25	102	PRECONDITION
21	32	FALLING_ACTION
62	102	PRECONDITION
42	62	FALLING_ACTION
32	38	PRECONDITION
25	48	PRECONDITION
61	102	PRECONDITION
32	48	PRECONDITION
38	61	FALLING_ACTION
61	98	PRECONDITION
25	38	PRECONDITION
34	48	PRECONDITION
48	62	FALLING_ACTION
42	61	FALLING_ACTION
34	42	PRECONDITION
25	98	PRECONDITION
48	61	FALLING_ACTION
32	42	PRECONDITION
32	102	PRECONDITION
25	42	PRECONDITION
