365	400	PRECONDITION
400	401_402	PRECONDITION
38	365	FALLING_ACTION
400	445	FALLING_ACTION
66	445	FALLING_ACTION
51	95	FALLING_ACTION
31	445	FALLING_ACTION
51	365	FALLING_ACTION
25	379	PRECONDITION
38	95	FALLING_ACTION
56	447	PRECONDITION
31	95	FALLING_ACTION
66	378	FALLING_ACTION
66	365	FALLING_ACTION
25	56	FALLING_ACTION
38	56	FALLING_ACTION
31	365	FALLING_ACTION
378	401_402	PRECONDITION
379	400	FALLING_ACTION
51	445	FALLING_ACTION
51	56	FALLING_ACTION
66	400	FALLING_ACTION
348	365	FALLING_ACTION
25	95	FALLING_ACTION
95	447	PRECONDITION
365	378	PRECONDITION
31	400	FALLING_ACTION
348	445	FALLING_ACTION
348	401_402	PRECONDITION
95	348	PRECONDITION
25	31	PRECONDITION
51	400	FALLING_ACTION
56	378	PRECONDITION
51	378	FALLING_ACTION
51	348	FALLING_ACTION
56	400	PRECONDITION
25	66	PRECONDITION
95	400	PRECONDITION
378	445	FALLING_ACTION
95	378	PRECONDITION
348	379	PRECONDITION
38	445	FALLING_ACTION
66	95	FALLING_ACTION
56	66	PRECONDITION
31	56	FALLING_ACTION
31	348	FALLING_ACTION
25	365	FALLING_ACTION
56	348	PRECONDITION
378	379	PRECONDITION
66	348	FALLING_ACTION
25	445	FALLING_ACTION
31	378	FALLING_ACTION
25	401_402	PRECONDITION
25	51	PRECONDITION
445	447	PRECONDITION
365	447	PRECONDITION
