100	128	PRECONDITION
106	133	PRECONDITION
299	310	PRECONDITION
100	106	FALLING_ACTION
60	68_69_71_72	PRECONDITION
60	168	PRECONDITION
100	149	PRECONDITION
60	128	PRECONDITION
100	168	PRECONDITION
276_277	284	PRECONDITION
128	133	FALLING_ACTION
183	371	PRECONDITION
44	133	FALLING_ACTION
178	371	PRECONDITION
60	149	PRECONDITION
133	168	PRECONDITION
335	340	PRECONDITION
68_69_71_72	133	FALLING_ACTION
60	106	FALLING_ACTION
317	328	PRECONDITION
44	60	FALLING_ACTION
68_69_71_72	100	FALLING_ACTION
149	151	PRECONDITION
133	149	PRECONDITION
44	100	FALLING_ACTION
317	335	PRECONDITION
