49_50	65	FALLING_ACTION
49_50	236	FALLING_ACTION
31	156	PRECONDITION
65	230	PRECONDITION
49_50	144	FALLING_ACTION
67	236	FALLING_ACTION
230	236	FALLING_ACTION
226	230	PRECONDITION
53	56	FALLING_ACTION
144	230	PRECONDITION
53	236	FALLING_ACTION
31	49_50	PRECONDITION
31	67	PRECONDITION
31	230	PRECONDITION
56	156	PRECONDITION
230	233	FALLING_ACTION
65	67	PRECONDITION
53	156	FALLING_ACTION
144	156	PRECONDITION
49_50	53	PRECONDITION
53	65	PRECONDITION
221	226	FALLING_ACTION
53	144	FALLING_ACTION
156	236	FALLING_ACTION
56	230	PRECONDITION
67	144	FALLING_ACTION
56	67	PRECONDITION
31	53	FALLING_ACTION
49_50	56	FALLING_ACTION
65	156	PRECONDITION
