171	175	FALLING_ACTION
171	356_357	PRECONDITION
260	271	FALLING_ACTION
171	362	PRECONDITION
37	356_357	PRECONDITION
326	328	PRECONDITION
289	303	PRECONDITION
293_294	297_298	FALLING_ACTION
344	356_357	PRECONDITION
33	171	PRECONDITION
33	34	FALLING_ACTION
34	356_357	PRECONDITION
37	175	FALLING_ACTION
344	362	PRECONDITION
362	363_364	FALLING_ACTION
171	351_352	FALLING_ACTION
34	351_352	PRECONDITION
344	351_352	FALLING_ACTION
37	362	PRECONDITION
33	37	PRECONDITION
162_163	328	PRECONDITION
271	280_281_282_283	PRECONDITION
34	362	PRECONDITION
37	351_352	PRECONDITION
289	293_294	FALLING_ACTION
175	344	PRECONDITION
33	344	PRECONDITION
34	175	PRECONDITION
