39	95	FALLING_ACTION
337	347	PRECONDITION
337	340	PRECONDITION
74	95	FALLING_ACTION
48	347	PRECONDITION
95	114	PRECONDITION
112	114	FALLING_ACTION
39	337	FALLING_ACTION
48	340	PRECONDITION
125	132	FALLING_ACTION
48	114	PRECONDITION
45	63	PRECONDITION
95	347	PRECONDITION
48	74	PRECONDITION
39	45	FALLING_ACTION
45	337	FALLING_ACTION
39	48	FALLING_ACTION
39	74	FALLING_ACTION
63	74	FALLING_ACTION
114	337	FALLING_ACTION
116	132	FALLING_ACTION
63	70_71	FALLING_ACTION
45	95	FALLING_ACTION
95	340	PRECONDITION
74	337	FALLING_ACTION
45	48	FALLING_ACTION
