175	190	PRECONDITION
57	125	PRECONDITION
34	36	FALLING_ACTION
50	152	FALLING_ACTION
98_99_100	152	FALLING_ACTION
36	125	PRECONDITION
57	95	PRECONDITION
50	64	FALLING_ACTION
34	50	FALLING_ACTION
36	108	FALLING_ACTION
36	152	FALLING_ACTION
34	128	FALLING_ACTION
158	169	FALLING_ACTION
126	128	FALLING_ACTION
95	128	FALLING_ACTION
36	47	PRECONDITION
34	135	FALLING_ACTION
64	128	PRECONDITION
57	108	FALLING_ACTION
48	158	PRECONDITION
98_99_100	126	PRECONDITION
201	208	FALLING_ACTION
48	128	FALLING_ACTION
47	98_99_100	FALLING_ACTION
50	108	FALLING_ACTION
125	128	FALLING_ACTION
36	64	FALLING_ACTION
34	57	FALLING_ACTION
36	95	PRECONDITION
34	158	PRECONDITION
34	98_99_100	FALLING_ACTION
36	48	PRECONDITION
57	64	FALLING_ACTION
126	135	FALLING_ACTION
50	95	PRECONDITION
50	125	PRECONDITION
108	128	PRECONDITION
50	126	PRECONDITION
36	126	PRECONDITION
48	57	FALLING_ACTION
98_99_100	125	PRECONDITION
98_99_100	108	FALLING_ACTION
48	50	FALLING_ACTION
57	152	FALLING_ACTION
47	57	FALLING_ACTION
48	98_99_100	FALLING_ACTION
47	128	FALLING_ACTION
95	98_99_100	FALLING_ACTION
47	50	FALLING_ACTION
64	98_99_100	PRECONDITION
57	126	PRECONDITION
126	158	PRECONDITION
48	135	FALLING_ACTION
128	152	FALLING_ACTION
