30_31	151	FALLING_ACTION
47	188_189	FALLING_ACTION
109	204	PRECONDITION
151	204	PRECONDITION
151	188_189	FALLING_ACTION
30_31	109	FALLING_ACTION
105	204	PRECONDITION
188_189	204	PRECONDITION
79	92	PRECONDITION
131_132	141	PRECONDITION
30_31	188_189	FALLING_ACTION
22_23	30_31	PRECONDITION
30_31	131_132	FALLING_ACTION
79	204	PRECONDITION
47	105	FALLING_ACTION
47	151	FALLING_ACTION
22_23	204	PRECONDITION
41	47	PRECONDITION
30_31	79	FALLING_ACTION
109	131_132	FALLING_ACTION
47	79	FALLING_ACTION
92	105	FALLING_ACTION
47	109	FALLING_ACTION
41	131_132	FALLING_ACTION
131_132	204	PRECONDITION
22_23	131_132	FALLING_ACTION
30_31	41	FALLING_ACTION
22_23	47	PRECONDITION
131_132	188_189	PRECONDITION
47	131_132	FALLING_ACTION
30_31	105	FALLING_ACTION
22_23	151	PRECONDITION
41	204	PRECONDITION
