67	155	FALLING_ACTION
33	50	FALLING_ACTION
105	155	FALLING_ACTION
50	83	FALLING_ACTION
39	125	PRECONDITION
33	105	FALLING_ACTION
39	67	PRECONDITION
125	155	FALLING_ACTION
50	67	PRECONDITION
50	96	FALLING_ACTION
67	128	FALLING_ACTION
67	96	PRECONDITION
33	39	FALLING_ACTION
33	83	FALLING_ACTION
50	105	PRECONDITION
83	105	PRECONDITION
96	155	FALLING_ACTION
67	83	FALLING_ACTION
33	128	FALLING_ACTION
67	105	FALLING_ACTION
83	96	PRECONDITION
105	128	FALLING_ACTION
33	96	PRECONDITION
33	155	FALLING_ACTION
33	67	PRECONDITION
50	128	FALLING_ACTION
39	105	PRECONDITION
50	155	FALLING_ACTION
39	96	PRECONDITION
39	50	PRECONDITION
96	128	FALLING_ACTION
96	105	PRECONDITION
125	128	FALLING_ACTION
