23	27	PRECONDITION
126	165	PRECONDITION
34	50	FALLING_ACTION
27	34	PRECONDITION
23	34	PRECONDITION
23	80	PRECONDITION
115	126	FALLING_ACTION
23	50	PRECONDITION
50	80	PRECONDITION
183	185	PRECONDITION
107	126	FALLING_ACTION
50	61	FALLING_ACTION
115	167	PRECONDITION
165	167	PRECONDITION
107	145	PRECONDITION
61	80	PRECONDITION
107	165	FALLING_ACTION
27	80	PRECONDITION
27	61	FALLING_ACTION
107	115	FALLING_ACTION
34	61	FALLING_ACTION
72	80	FALLING_ACTION
165	183	PRECONDITION
165	177	PRECONDITION
115	177	PRECONDITION
167	183	FALLING_ACTION
96	103	PRECONDITION
34	72	PRECONDITION
115	183	PRECONDITION
