72	124	PRECONDITION
39	57	PRECONDITION
39	79	FALLING_ACTION
39	40	PRECONDITION
62	72	FALLING_ACTION
57	191	FALLING_ACTION
40	191	FALLING_ACTION
40	126	FALLING_ACTION
62	191	FALLING_ACTION
79	126	PRECONDITION
39	124	PRECONDITION
126	170	PRECONDITION
124	191	FALLING_ACTION
62	126	FALLING_ACTION
57	126	FALLING_ACTION
39	62	PRECONDITION
39	170	PRECONDITION
57	72	FALLING_ACTION
170	191	FALLING_ACTION
72	79	FALLING_ACTION
124	126	FALLING_ACTION
79	191	PRECONDITION
40	72	FALLING_ACTION
72	170	PRECONDITION
