106_113	119	PRECONDITION
94	154	PRECONDITION
94	148	PRECONDITION
47	125	FALLING_ACTION
79	94	FALLING_ACTION
52	148	PRECONDITION
119	125	FALLING_ACTION
77	94	FALLING_ACTION
56	106_113	FALLING_ACTION
79	119	FALLING_ACTION
77	148	PRECONDITION
56	94	FALLING_ACTION
47	77	FALLING_ACTION
67_72	125	FALLING_ACTION
56	148	PRECONDITION
56	154	FALLING_ACTION
67_72	79	FALLING_ACTION
79	148	PRECONDITION
56	79	PRECONDITION
119	154	PRECONDITION
125	148	PRECONDITION
148	154	FALLING_ACTION
77	154	FALLING_ACTION
67_72	77	FALLING_ACTION
77	125	FALLING_ACTION
47	119	FALLING_ACTION
77	106_113	FALLING_ACTION
61	148	PRECONDITION
125	154	PRECONDITION
56	119	FALLING_ACTION
79	125	FALLING_ACTION
77	79	PRECONDITION
75	85	FALLING_ACTION
47	56	FALLING_ACTION
56	67_72	PRECONDITION
56	77	PRECONDITION
79	106_113	FALLING_ACTION
106_113	148	PRECONDITION
61	67_72	PRECONDITION
94	106_113	FALLING_ACTION
67_72	119	FALLING_ACTION
47	79	FALLING_ACTION
47	154	FALLING_ACTION
67_72	106_113	FALLING_ACTION
106_113	125	PRECONDITION
119	148	PRECONDITION
94	119	PRECONDITION
47	94	FALLING_ACTION
47	106_113	FALLING_ACTION
94	125	PRECONDITION
77	119	FALLING_ACTION
47	52	FALLING_ACTION
106_113	154	PRECONDITION
47	61	FALLING_ACTION
67_72	154	FALLING_ACTION
79	154	FALLING_ACTION
85	88	FALLING_ACTION
52	67_72	PRECONDITION
56	125	FALLING_ACTION
67_72	94	FALLING_ACTION
