50	121	FALLING_ACTION
65	69	FALLING_ACTION
37	69	FALLING_ACTION
69	96	PRECONDITION
114_115_116_117	121	FALLING_ACTION
31	121	FALLING_ACTION
35	110	PRECONDITION
37	79	PRECONDITION
55_56	110	PRECONDITION
110	121	FALLING_ACTION
31	55_56	FALLING_ACTION
79	96	FALLING_ACTION
31	35	FALLING_ACTION
110	114_115_116_117	FALLING_ACTION
50	114_115_116_117	FALLING_ACTION
302	319	FALLING_ACTION
65	79	PRECONDITION
31	114_115_116_117	FALLING_ACTION
277	287	PRECONDITION
50	55_56	FALLING_ACTION
35	50	PRECONDITION
244	302	PRECONDITION
