117	121	PRECONDITION
79	121	PRECONDITION
40	146_147	PRECONDITION
40	137	PRECONDITION
67	94	FALLING_ACTION
61	211_212	PRECONDITION
146_147	218	FALLING_ACTION
44	79	FALLING_ACTION
67	211_212	FALLING_ACTION
77	117	FALLING_ACTION
137	218	FALLING_ACTION
61	67	PRECONDITION
211_212	218	FALLING_ACTION
40	211_212	PRECONDITION
137	211_212	FALLING_ACTION
61	137	PRECONDITION
44	117	FALLING_ACTION
61	146_147	PRECONDITION
67	218	FALLING_ACTION
67	146_147	FALLING_ACTION
40	67	PRECONDITION
94	211_212	PRECONDITION
77	79	FALLING_ACTION
137	146_147	FALLING_ACTION
94	137	PRECONDITION
94	146_147	PRECONDITION
