297	321	FALLING_ACTION
90	96	FALLING_ACTION
297	314	FALLING_ACTION
96	314	PRECONDITION
187	300	FALLING_ACTION
48	90	PRECONDITION
48	316	PRECONDITION
96	297	PRECONDITION
180	187	PRECONDITION
90	300	FALLING_ACTION
96	311	PRECONDITION
187	201	FALLING_ACTION
201	297	PRECONDITION
36	297	PRECONDITION
36	314	PRECONDITION
201	316	PRECONDITION
48	297	PRECONDITION
90	201	FALLING_ACTION
297	300	FALLING_ACTION
36	311	PRECONDITION
187	321	FALLING_ACTION
48	311	PRECONDITION
300	316	PRECONDITION
36	90	PRECONDITION
90	321	FALLING_ACTION
48	187	PRECONDITION
96	316	PRECONDITION
201	311	PRECONDITION
48	314	PRECONDITION
36	187	PRECONDITION
36	316	PRECONDITION
180	316	PRECONDITION
201	314	PRECONDITION
180	297	PRECONDITION
90	180	FALLING_ACTION
311	321	FALLING_ACTION
300	311	PRECONDITION
180	314	PRECONDITION
316	321	FALLING_ACTION
314	321	FALLING_ACTION
96	187	PRECONDITION
300	314	PRECONDITION
180	311	PRECONDITION
