42_43	58	PRECONDITION
71	228	PRECONDITION
62	164	PRECONDITION
242	274	PRECONDITION
58	69	FALLING_ACTION
82	164	PRECONDITION
58	92	FALLING_ACTION
37	42_43	FALLING_ACTION
71	216	PRECONDITION
92	216	PRECONDITION
42_43	89	PRECONDITION
37	92	FALLING_ACTION
89	274	PRECONDITION
37	69	FALLING_ACTION
89	92	FALLING_ACTION
137	160	PRECONDITION
42_43	216	PRECONDITION
92	228	PRECONDITION
82	89	FALLING_ACTION
157	246	FALLING_ACTION
246	255	PRECONDITION
37	89	FALLING_ACTION
71	89	PRECONDITION
69	92	FALLING_ACTION
58	71	FALLING_ACTION
130	137	FALLING_ACTION
242	246	FALLING_ACTION
69	82	PRECONDITION
42_43	228	PRECONDITION
58	89	FALLING_ACTION
157	274	PRECONDITION
69	274	PRECONDITION
39	164	PRECONDITION
69	71	FALLING_ACTION
37	71	FALLING_ACTION
42_43	69	PRECONDITION
