61	211_212	PRECONDITION
137	146_147	FALLING_ACTION
40	44	FALLING_ACTION
40	211_212	PRECONDITION
67	94	FALLING_ACTION
67	146_147	FALLING_ACTION
117	121	PRECONDITION
44	75	PRECONDITION
40	224	FALLING_ACTION
44	218	PRECONDITION
85	88	PRECONDITION
61	146_147	PRECONDITION
137	211_212	FALLING_ACTION
61	224	FALLING_ACTION
44	94	PRECONDITION
94	224	FALLING_ACTION
67	211_212	FALLING_ACTION
85	117	PRECONDITION
85	224	PRECONDITION
94	137	PRECONDITION
77	94	PRECONDITION
79	121	PRECONDITION
211_212	218	FALLING_ACTION
75	77	FALLING_ACTION
77	112	PRECONDITION
94	146_147	PRECONDITION
146_147	154	FALLING_ACTION
61	67	PRECONDITION
77	85	FALLING_ACTION
61	121	FALLING_ACTION
94	121	FALLING_ACTION
40	77	FALLING_ACTION
77	79	FALLING_ACTION
75	121	FALLING_ACTION
44	117	FALLING_ACTION
67	218	FALLING_ACTION
79	85	FALLING_ACTION
44	79	FALLING_ACTION
77	218	PRECONDITION
61	77	FALLING_ACTION
85	121	PRECONDITION
40	67	PRECONDITION
137	218	FALLING_ACTION
154	211_212	PRECONDITION
44	85	FALLING_ACTION
40	121	FALLING_ACTION
44	61	PRECONDITION
112	121	FALLING_ACTION
40	146_147	PRECONDITION
81	85	FALLING_ACTION
94	211_212	PRECONDITION
218	224	FALLING_ACTION
150	211_212	PRECONDITION
146_147	218	FALLING_ACTION
61	137	PRECONDITION
146_147	150	FALLING_ACTION
44	112	PRECONDITION
40	137	PRECONDITION
121	218	PRECONDITION
77	117	FALLING_ACTION
