44	538	FALLING_ACTION
26	46	PRECONDITION
133	296	PRECONDITION
76	296	PRECONDITION
26	55_56	FALLING_ACTION
24	298	FALLING_ACTION
76	161	FALLING_ACTION
43	44	PRECONDITION
298	536	FALLING_ACTION
43	55_56	FALLING_ACTION
46	538	FALLING_ACTION
161	298	PRECONDITION
76	536	FALLING_ACTION
26	536	FALLING_ACTION
74	133	FALLING_ACTION
24	311	FALLING_ACTION
24	43	FALLING_ACTION
46	76	FALLING_ACTION
26	44	PRECONDITION
133	161	FALLING_ACTION
46	311	FALLING_ACTION
296	301	FALLING_ACTION
536	538	PRECONDITION
43	161	FALLING_ACTION
43	296	PRECONDITION
43	536	FALLING_ACTION
46	298	FALLING_ACTION
24	76	FALLING_ACTION
44	298	FALLING_ACTION
24	538	FALLING_ACTION
43	74	PRECONDITION
74	298	FALLING_ACTION
55_56	133	PRECONDITION
44	76	FALLING_ACTION
74	76	FALLING_ACTION
24	26	FALLING_ACTION
44	133	FALLING_ACTION
161	311	PRECONDITION
55_56	76	PRECONDITION
26	296	PRECONDITION
44	311	FALLING_ACTION
74	311	FALLING_ACTION
55_56	298	PRECONDITION
296	538	FALLING_ACTION
24	133	FALLING_ACTION
296	298	FALLING_ACTION
55_56	538	PRECONDITION
311	536	FALLING_ACTION
161	538	PRECONDITION
46	133	FALLING_ACTION
26	161	FALLING_ACTION
133	536	FALLING_ACTION
55_56	311	PRECONDITION
26	74	PRECONDITION
296	311	FALLING_ACTION
74	538	FALLING_ACTION
43	46	PRECONDITION
