38	83	FALLING_ACTION
46	89	PRECONDITION
30	83	FALLING_ACTION
83	126	PRECONDITION
46	126	PRECONDITION
48	74	PRECONDITION
83	89	PRECONDITION
34	109	PRECONDITION
34	48	PRECONDITION
30	109	FALLING_ACTION
73	129	FALLING_ACTION
48	83	FALLING_ACTION
38	46	FALLING_ACTION
38	48	FALLING_ACTION
34	38	PRECONDITION
38	89	FALLING_ACTION
74	83	FALLING_ACTION
38	129	FALLING_ACTION
74	109	FALLING_ACTION
30	34	FALLING_ACTION
83	105	PRECONDITION
129	131	PRECONDITION
89	108	FALLING_ACTION
30	46	FALLING_ACTION
34	131	PRECONDITION
46	105	PRECONDITION
83	109	PRECONDITION
105	129	FALLING_ACTION
105	108	FALLING_ACTION
38	108	FALLING_ACTION
46	109	PRECONDITION
83	131	PRECONDITION
108	131	PRECONDITION
108	109	PRECONDITION
34	73	PRECONDITION
46	73	PRECONDITION
34	126	PRECONDITION
73	74	PRECONDITION
30	108	FALLING_ACTION
30	129	FALLING_ACTION
38	73	FALLING_ACTION
30	48	FALLING_ACTION
30	73	FALLING_ACTION
109	129	FALLING_ACTION
74	108	FALLING_ACTION
30	89	FALLING_ACTION
46	131	PRECONDITION
48	108	FALLING_ACTION
89	129	FALLING_ACTION
73	83	FALLING_ACTION
123	126	FALLING_ACTION
103	126	FALLING_ACTION
108	126	PRECONDITION
34	105	PRECONDITION
74	89	FALLING_ACTION
34	89	PRECONDITION
46	74	PRECONDITION
74	129	FALLING_ACTION
73	108	FALLING_ACTION
48	129	FALLING_ACTION
126	129	FALLING_ACTION
46	48	PRECONDITION
38	109	FALLING_ACTION
34	74	PRECONDITION
