46	102	FALLING_ACTION
39	46	PRECONDITION
44	50	PRECONDITION
102	166	FALLING_ACTION
53	102	FALLING_ACTION
39	53	PRECONDITION
53	98	PRECONDITION
77	102	PRECONDITION
166	174	FALLING_ACTION
50	98	PRECONDITION
50	166	FALLING_ACTION
44	102	PRECONDITION
98	102	FALLING_ACTION
102	110	FALLING_ACTION
39	166	FALLING_ACTION
94	98	PRECONDITION
46	50	FALLING_ACTION
39	110	FALLING_ACTION
39	94	PRECONDITION
50	77	FALLING_ACTION
39	44	FALLING_ACTION
50	94	PRECONDITION
193	207	FALLING_ACTION
39	77	FALLING_ACTION
50	53	PRECONDITION
66	77	PRECONDITION
94	102	FALLING_ACTION
50	110	FALLING_ACTION
39	98	PRECONDITION
