135	152	FALLING_ACTION
85	94	FALLING_ACTION
34	112	FALLING_ACTION
149	152	FALLING_ACTION
112	135	PRECONDITION
34	72	PRECONDITION
85	149	PRECONDITION
77	112	FALLING_ACTION
123_124_125	139	FALLING_ACTION
85	112	FALLING_ACTION
72	77	FALLING_ACTION
241	262	FALLING_ACTION
32	123_124_125	FALLING_ACTION
32	34	FALLING_ACTION
72	135	FALLING_ACTION
34	152	FALLING_ACTION
241	256	FALLING_ACTION
40	149	PRECONDITION
40	94	PRECONDITION
40	135	PRECONDITION
72	123_124_125	FALLING_ACTION
135	139	FALLING_ACTION
40	85	PRECONDITION
40	77	PRECONDITION
94	152	FALLING_ACTION
112	123_124_125	PRECONDITION
94	112	FALLING_ACTION
85	139	PRECONDITION
40	123_124_125	PRECONDITION
85	152	FALLING_ACTION
34	40	FALLING_ACTION
94	149	PRECONDITION
139	149	FALLING_ACTION
77	152	FALLING_ACTION
32	135	FALLING_ACTION
40	107	PRECONDITION
32	77	FALLING_ACTION
107	112	FALLING_ACTION
112	149	PRECONDITION
107	152	FALLING_ACTION
123_124_125	152	FALLING_ACTION
94	139	PRECONDITION
34	139	FALLING_ACTION
77	139	FALLING_ACTION
