122	210_211_212_213	PRECONDITION
61	118	PRECONDITION
118	125_128	FALLING_ACTION
333_334	336	FALLING_ACTION
53	300	FALLING_ACTION
80	83	FALLING_ACTION
220	300	FALLING_ACTION
215	300	FALLING_ACTION
118	299	FALLING_ACTION
122	220	PRECONDITION
572	624	PRECONDITION
83	118	PRECONDITION
41	43	FALLING_ACTION
210_211_212_213	300	FALLING_ACTION
53	83	FALLING_ACTION
53	122	FALLING_ACTION
139	144	FALLING_ACTION
210_211_212_213	299	FALLING_ACTION
559	572	PRECONDITION
53	125_128	FALLING_ACTION
53	61	FALLING_ACTION
118	122	FALLING_ACTION
118	300	FALLING_ACTION
572	615	PRECONDITION
215	299	FALLING_ACTION
83	297	PRECONDITION
122	215	PRECONDITION
144	146	FALLING_ACTION
220	299	FALLING_ACTION
53	299	FALLING_ACTION
