40	105	PRECONDITION
70	105	PRECONDITION
62	93_94_95_96	FALLING_ACTION
62	72	FALLING_ACTION
40	70	FALLING_ACTION
72	83	PRECONDITION
119	121	PRECONDITION
62	99	FALLING_ACTION
83	85_86_87_88	FALLING_ACTION
40	93_94_95_96	FALLING_ACTION
40	42	FALLING_ACTION
70	72	FALLING_ACTION
83	99	FALLING_ACTION
70	99	FALLING_ACTION
40	99	FALLING_ACTION
83	105	PRECONDITION
121	126	FALLING_ACTION
40	72	FALLING_ACTION
62	85_86_87_88	FALLING_ACTION
42	70	PRECONDITION
62	70	FALLING_ACTION
83	93_94_95_96	FALLING_ACTION
40	85_86_87_88	FALLING_ACTION
42	83	PRECONDITION
42	62	PRECONDITION
62	105	PRECONDITION
70	83	PRECONDITION
