72	151	FALLING_ACTION
151	165	PRECONDITION
61	87	PRECONDITION
35	165	PRECONDITION
87	151	PRECONDITION
33	87	FALLING_ACTION
35	72	PRECONDITION
87	165	PRECONDITION
87	149	PRECONDITION
35	67	PRECONDITION
33	35	FALLING_ACTION
87	124	PRECONDITION
72	87	FALLING_ACTION
61	72	PRECONDITION
61	67	PRECONDITION
33	61	FALLING_ACTION
67	151	FALLING_ACTION
35	87	FALLING_ACTION
59	87	FALLING_ACTION
35	59	PRECONDITION
67	87	FALLING_ACTION
59	61	FALLING_ACTION
61	124	PRECONDITION
61	165	PRECONDITION
61	149	PRECONDITION
35	61	FALLING_ACTION
61	151	PRECONDITION
33	151	FALLING_ACTION
149	151	FALLING_ACTION
124	151	FALLING_ACTION
67	72	FALLING_ACTION
35	149	PRECONDITION
35	151	FALLING_ACTION
35	124	PRECONDITION
59	151	FALLING_ACTION
