49	130_131	FALLING_ACTION
59	63	FALLING_ACTION
31	43	FALLING_ACTION
31	34	FALLING_ACTION
59	67	FALLING_ACTION
31	130_131	FALLING_ACTION
67	105	PRECONDITION
63	105	PRECONDITION
43	121	PRECONDITION
67	70	PRECONDITION
43	49	PRECONDITION
67	101	PRECONDITION
59	96	PRECONDITION
57	59	FALLING_ACTION
130_131	135	FALLING_ACTION
34	49	PRECONDITION
130_131	139	FALLING_ACTION
57	105	FALLING_ACTION
96	101	FALLING_ACTION
121	130_131	FALLING_ACTION
63	67	FALLING_ACTION
96	105	FALLING_ACTION
34	121	PRECONDITION
