57	679	FALLING_ACTION
36	152	PRECONDITION
72	106	FALLING_ACTION
152	612_613	FALLING_ACTION
106	152	PRECONDITION
47	112	FALLING_ACTION
36	694	PRECONDITION
75	640	PRECONDITION
640	694	FALLING_ACTION
75	104	PRECONDITION
81	152	PRECONDITION
75	152	PRECONDITION
679	694	FALLING_ACTION
47	694	FALLING_ACTION
75	679	PRECONDITION
72	152	PRECONDITION
72	658	PRECONDITION
621	647	PRECONDITION
72	679	PRECONDITION
81	104	PRECONDITION
75	658	PRECONDITION
612_613	640	PRECONDITION
47	691	PRECONDITION
72	621	PRECONDITION
36	81	FALLING_ACTION
155_158_159	621	FALLING_ACTION
104	640	PRECONDITION
104	676	PRECONDITION
47	106	PRECONDITION
81	658	PRECONDITION
36	658	PRECONDITION
155_158_159	694	FALLING_ACTION
36	57	PRECONDITION
57	621	FALLING_ACTION
612_613	679	PRECONDITION
106	112	FALLING_ACTION
47	152	PRECONDITION
75	81	PRECONDITION
75	155_158_159	PRECONDITION
36	106	PRECONDITION
47	640	PRECONDITION
72	694	PRECONDITION
31	106	FALLING_ACTION
36	647	PRECONDITION
47	81	PRECONDITION
106	155_158_159	PRECONDITION
104	112	FALLING_ACTION
72	112	FALLING_ACTION
612_613	647	PRECONDITION
57	104	FALLING_ACTION
57	81	FALLING_ACTION
81	694	PRECONDITION
72	612_613	PRECONDITION
72	640	PRECONDITION
81	621	FALLING_ACTION
612_613	694	PRECONDITION
152	679	FALLING_ACTION
106	679	PRECONDITION
112	141	PRECONDITION
657	658	FALLING_ACTION
47	676	PRECONDITION
104	106	PRECONDITION
57	72	FALLING_ACTION
621	691	PRECONDITION
112	612_613	PRECONDITION
36	47	FALLING_ACTION
75	612_613	FALLING_ACTION
36	112	FALLING_ACTION
106	640	PRECONDITION
106	658	PRECONDITION
104	152	PRECONDITION
106	676	PRECONDITION
31	694	FALLING_ACTION
72	104	PRECONDITION
47	75	PRECONDITION
47	104	FALLING_ACTION
81	85	PRECONDITION
106	694	PRECONDITION
75	112	FALLING_ACTION
612_613	676	PRECONDITION
612_613	658	PRECONDITION
106	647	PRECONDITION
104	647	PRECONDITION
72	676	PRECONDITION
81	647	PRECONDITION
85	621	FALLING_ACTION
81	679	PRECONDITION
81	106	PRECONDITION
75	691	PRECONDITION
75	621	PRECONDITION
36	679	PRECONDITION
47	57	PRECONDITION
104	155_158_159	PRECONDITION
31	81	FALLING_ACTION
81	612_613	PRECONDITION
47	679	PRECONDITION
85	104	FALLING_ACTION
658	694	FALLING_ACTION
36	85	PRECONDITION
36	621	PRECONDITION
104	612_613	PRECONDITION
72	647	PRECONDITION
31	72	FALLING_ACTION
81	640	PRECONDITION
36	104	FALLING_ACTION
75	676	PRECONDITION
155_158_159	612_613	FALLING_ACTION
85	612_613	FALLING_ACTION
31	104	FALLING_ACTION
31	155_158_159	FALLING_ACTION
31	36	FALLING_ACTION
57	694	FALLING_ACTION
621	679	PRECONDITION
57	75	FALLING_ACTION
36	155_158_159	PRECONDITION
75	106	PRECONDITION
647	694	FALLING_ACTION
72	155_158_159	PRECONDITION
621	676	PRECONDITION
72	75	PRECONDITION
81	691	PRECONDITION
75	647	PRECONDITION
31	612_613	FALLING_ACTION
72	81	FALLING_ACTION
81	676	PRECONDITION
72	85	PRECONDITION
47	658	PRECONDITION
691	694	FALLING_ACTION
152	155_158_159	FALLING_ACTION
31	47	FALLING_ACTION
104	694	PRECONDITION
31	679	FALLING_ACTION
47	621	PRECONDITION
47	72	PRECONDITION
612_613	621	FALLING_ACTION
621	658	PRECONDITION
612_613	691	PRECONDITION
676	694	FALLING_ACTION
36	640	PRECONDITION
36	75	PRECONDITION
152	694	FALLING_ACTION
104	658	PRECONDITION
36	612_613	PRECONDITION
621	694	PRECONDITION
106	612_613	FALLING_ACTION
104	691	PRECONDITION
104	621	FALLING_ACTION
112	621	PRECONDITION
75	694	PRECONDITION
47	155_158_159	PRECONDITION
104	679	PRECONDITION
85	106	FALLING_ACTION
36	72	FALLING_ACTION
81	112	FALLING_ACTION
152	621	FALLING_ACTION
57	155_158_159	FALLING_ACTION
47	647	PRECONDITION
47	85	PRECONDITION
31	75	FALLING_ACTION
47	612_613	PRECONDITION
112	694	PRECONDITION
72	691	PRECONDITION
31	621	FALLING_ACTION
85	694	FALLING_ACTION
57	612_613	FALLING_ACTION
36	691	PRECONDITION
106	691	PRECONDITION
106	621	PRECONDITION
81	155_158_159	PRECONDITION
75	85	PRECONDITION
36	676	PRECONDITION
57	106	FALLING_ACTION
621	640	PRECONDITION
