199	211	PRECONDITION
58	62	FALLING_ACTION
28	63	PRECONDITION
31	34	PRECONDITION
63	360	FALLING_ACTION
360	364_365	PRECONDITION
28	90	PRECONDITION
55	63	FALLING_ACTION
83_84_85_86	360	FALLING_ACTION
194	211	FALLING_ACTION
90	360	FALLING_ACTION
28	83_84_85_86	PRECONDITION
58	90	PRECONDITION
28	364_365	PRECONDITION
58	364_365	PRECONDITION
31	58	FALLING_ACTION
31	360	FALLING_ACTION
90	98	PRECONDITION
58	83_84_85_86	PRECONDITION
58	63	PRECONDITION
28	62	FALLING_ACTION
83_84_85_86	90	PRECONDITION
28	31	PRECONDITION
62	360	PRECONDITION
