56	154	PRECONDITION
52	125	FALLING_ACTION
47	154	FALLING_ACTION
56	75	PRECONDITION
119	154	PRECONDITION
77	81	FALLING_ACTION
52	106_113	FALLING_ACTION
81	106_113	PRECONDITION
81	119	PRECONDITION
94	119	FALLING_ACTION
56	61	PRECONDITION
52	79	FALLING_ACTION
81	154	PRECONDITION
94	125	PRECONDITION
77	119	FALLING_ACTION
67_72	77	FALLING_ACTION
154	196_197	PRECONDITION
47	61	FALLING_ACTION
106_113	119	FALLING_ACTION
75	125	FALLING_ACTION
52	56	FALLING_ACTION
75	94	FALLING_ACTION
47	56	FALLING_ACTION
77	196_197	PRECONDITION
56	125	PRECONDITION
52	148	PRECONDITION
52	154	FALLING_ACTION
106_113	196_197	PRECONDITION
119	148	PRECONDITION
125	148	PRECONDITION
79	106_113	PRECONDITION
56	94	PRECONDITION
75	119	FALLING_ACTION
77	148	PRECONDITION
52	77	FALLING_ACTION
125	196_197	PRECONDITION
77	154	FALLING_ACTION
85	88	PRECONDITION
119	125	PRECONDITION
67_72	119	FALLING_ACTION
52	67_72	PRECONDITION
81	125	PRECONDITION
79	94	PRECONDITION
52	119	FALLING_ACTION
47	119	FALLING_ACTION
81	85	FALLING_ACTION
61	77	FALLING_ACTION
106_113	154	FALLING_ACTION
81	94	PRECONDITION
79	125	FALLING_ACTION
47	52	FALLING_ACTION
75	154	FALLING_ACTION
77	106_113	FALLING_ACTION
56	119	PRECONDITION
79	119	FALLING_ACTION
67_72	125	FALLING_ACTION
61	148	PRECONDITION
61	67_72	PRECONDITION
47	125	FALLING_ACTION
67_72	154	FALLING_ACTION
67_72	94	FALLING_ACTION
77	125	FALLING_ACTION
56	81	FALLING_ACTION
75	106_113	FALLING_ACTION
75	79	FALLING_ACTION
56	77	FALLING_ACTION
77	94	FALLING_ACTION
61	125	FALLING_ACTION
79	148	PRECONDITION
61	94	FALLING_ACTION
56	79	FALLING_ACTION
125	154	FALLING_ACTION
79	154	FALLING_ACTION
94	148	PRECONDITION
56	106_113	FALLING_ACTION
61	106_113	FALLING_ACTION
106_113	148	PRECONDITION
79	196_197	PRECONDITION
61	79	FALLING_ACTION
61	119	FALLING_ACTION
75	77	FALLING_ACTION
47	77	FALLING_ACTION
56	148	PRECONDITION
77	79	PRECONDITION
67_72	106_113	FALLING_ACTION
56	67_72	PRECONDITION
67_72	79	FALLING_ACTION
94	154	FALLING_ACTION
61	154	FALLING_ACTION
47	94	FALLING_ACTION
106_113	125	FALLING_ACTION
47	79	FALLING_ACTION
94	196_197	PRECONDITION
56	196_197	PRECONDITION
79	81	FALLING_ACTION
94	106_113	FALLING_ACTION
148	154	FALLING_ACTION
47	106_113	FALLING_ACTION
119	196_197	PRECONDITION
52	94	FALLING_ACTION
