222	224_227	PRECONDITION
52	55	FALLING_ACTION
76	90	FALLING_ACTION
72	224_227	PRECONDITION
68	222	FALLING_ACTION
68	104	FALLING_ACTION
213	222	FALLING_ACTION
52	72	FALLING_ACTION
213	224_227	FALLING_ACTION
52	90	FALLING_ACTION
55	72	FALLING_ACTION
68	76	PRECONDITION
55	104	FALLING_ACTION
55	222	FALLING_ACTION
104	213	PRECONDITION
52	104	FALLING_ACTION
132_134	163	PRECONDITION
178	180	PRECONDITION
90	222	FALLING_ACTION
72	90	PRECONDITION
68	90	PRECONDITION
187_188	204	PRECONDITION
213	220	FALLING_ACTION
126	132_134	PRECONDITION
90	104	FALLING_ACTION
72	213	PRECONDITION
55	68	FALLING_ACTION
52	222	FALLING_ACTION
55	76	PRECONDITION
104	224_227	PRECONDITION
68	72	FALLING_ACTION
55	90	FALLING_ACTION
52	76	PRECONDITION
52	68	PRECONDITION
