173	186	FALLING_ACTION
71	79_80_82_83	PRECONDITION
372	377	PRECONDITION
42	71	FALLING_ACTION
158	344	PRECONDITION
110	133	PRECONDITION
42	344	FALLING_ACTION
431	439_440	FALLING_ACTION
38	42	PRECONDITION
158	337	PRECONDITION
314_315	322	PRECONDITION
79_80_82_83	138	FALLING_ACTION
71	158	FALLING_ACTION
354	365	PRECONDITION
110	158	FALLING_ACTION
38	158	FALLING_ACTION
38	79_80_82_83	PRECONDITION
431	449	FALLING_ACTION
110	347	PRECONDITION
138	154	PRECONDITION
154	156	PRECONDITION
71	154	PRECONDITION
337	347	PRECONDITION
42	138	FALLING_ACTION
133	337	FALLING_ACTION
154	344	FALLING_ACTION
79_80_82_83	344	FALLING_ACTION
138	158	FALLING_ACTION
38	154	PRECONDITION
