83	101	FALLING_ACTION
83	109	FALLING_ACTION
48_49_50_51_52_53	90	PRECONDITION
87	101	FALLING_ACTION
43	101	FALLING_ACTION
94	109	FALLING_ACTION
46	48_49_50_51_52_53	FALLING_ACTION
43	109	FALLING_ACTION
43	74	FALLING_ACTION
46	68_69_70_71_72_73	FALLING_ACTION
87	109	FALLING_ACTION
46	74	FALLING_ACTION
341	343	PRECONDITION
48_49_50_51_52_53	87	PRECONDITION
338	341	PRECONDITION
74	87	PRECONDITION
68_69_70_71_72_73	87	PRECONDITION
411_412	418	PRECONDITION
46	109	FALLING_ACTION
74	83	PRECONDITION
46	101	FALLING_ACTION
48_49_50_51_52_53	83	PRECONDITION
68_69_70_71_72_73	90	PRECONDITION
94	101	FALLING_ACTION
43	48_49_50_51_52_53	FALLING_ACTION
90	109	FALLING_ACTION
68_69_70_71_72_73	94	PRECONDITION
68_69_70_71_72_73	83	PRECONDITION
74	94	PRECONDITION
48_49_50_51_52_53	94	PRECONDITION
98	101	FALLING_ACTION
101	104	PRECONDITION
43	68_69_70_71_72_73	FALLING_ACTION
74	90	PRECONDITION
