58	78	FALLING_ACTION
73_74_75_76_77	78	PRECONDITION
55	78	FALLING_ACTION
45	66	FALLING_ACTION
78	101	FALLING_ACTION
45	101	FALLING_ACTION
55	101	FALLING_ACTION
58	66	FALLING_ACTION
55	66	FALLING_ACTION
44	78	PRECONDITION
55	73_74_75_76_77	FALLING_ACTION
45	61_62_63_64_65	FALLING_ACTION
61_62_63_64_65	78	PRECONDITION
235	241_242	FALLING_ACTION
45	78	FALLING_ACTION
55	61_62_63_64_65	FALLING_ACTION
66	101	FALLING_ACTION
44	66	PRECONDITION
45	73_74_75_76_77	FALLING_ACTION
44	55	PRECONDITION
44	45	PRECONDITION
66	73_74_75_76_77	FALLING_ACTION
170	174	PRECONDITION
288_289_290	296	PRECONDITION
61_62_63_64_65	66	PRECONDITION
292	296	PRECONDITION
