83	104	FALLING_ACTION
102	151	PRECONDITION
171	178	FALLING_ACTION
30	154	PRECONDITION
30	91	PRECONDITION
40	148	FALLING_ACTION
104	151	PRECONDITION
148	151	PRECONDITION
51_52_53_54_55_56	91	PRECONDITION
91	150	FALLING_ACTION
51_52_53_54_55_56	83	PRECONDITION
40	150	FALLING_ACTION
40	102	FALLING_ACTION
40	104	FALLING_ACTION
148	154	PRECONDITION
40	51_52_53_54_55_56	FALLING_ACTION
197	202_203	PRECONDITION
30	151	PRECONDITION
51_52_53_54_55_56	154	PRECONDITION
91	104	FALLING_ACTION
83	148	FALLING_ACTION
178	202_203	PRECONDITION
51_52_53_54_55_56	151	PRECONDITION
150	154	PRECONDITION
83	150	FALLING_ACTION
30	83	PRECONDITION
91	102	FALLING_ACTION
83	102	FALLING_ACTION
30	40	PRECONDITION
104	154	PRECONDITION
102	154	PRECONDITION
210	214_215	PRECONDITION
150	151	PRECONDITION
91	148	FALLING_ACTION
