34	46	FALLING_ACTION
58	113	FALLING_ACTION
113	133	PRECONDITION
75	80_81_82_83_84_85	FALLING_ACTION
563	571	FALLING_ACTION
64	80_81_82_83_84_85	FALLING_ACTION
69	80_81_82_83_84_85	FALLING_ACTION
46	75	PRECONDITION
497	499	FALLING_ACTION
36_37	64	PRECONDITION
64	113	FALLING_ACTION
31	55	FALLING_ACTION
31	113	FALLING_ACTION
46	64	PRECONDITION
72	114	PRECONDITION
51	113	FALLING_ACTION
46	133	PRECONDITION
58	133	FALLING_ACTION
55	72	FALLING_ACTION
69	113	FALLING_ACTION
568	571	PRECONDITION
46	58	PRECONDITION
80_81_82_83_84_85	133	PRECONDITION
34	113	FALLING_ACTION
34	80_81_82_83_84_85	FALLING_ACTION
31	36_37	FALLING_ACTION
36_37	114	PRECONDITION
559	571	FALLING_ACTION
72	75	PRECONDITION
46	69	PRECONDITION
58	72	FALLING_ACTION
51	80_81_82_83_84_85	FALLING_ACTION
72	133	PRECONDITION
58	80_81_82_83_84_85	FALLING_ACTION
31	46	FALLING_ACTION
46	55	PRECONDITION
51	72	FALLING_ACTION
36_37	51	PRECONDITION
559	568	FALLING_ACTION
75	113	FALLING_ACTION
31	72	FALLING_ACTION
46	51	PRECONDITION
113	114	PRECONDITION
508	510	PRECONDITION
36_37	75	PRECONDITION
540	554_555	PRECONDITION
46	114	PRECONDITION
36_37	55	PRECONDITION
80_81_82_83_84_85	114	PRECONDITION
55	113	FALLING_ACTION
69	72	FALLING_ACTION
34	36_37	FALLING_ACTION
563	568	FALLING_ACTION
36_37	69	PRECONDITION
578	584	PRECONDITION
31	80_81_82_83_84_85	FALLING_ACTION
55	58	PRECONDITION
31	133	FALLING_ACTION
55	80_81_82_83_84_85	FALLING_ACTION
36_37	133	PRECONDITION
36_37	58	PRECONDITION
505	508	PRECONDITION
