82	96	FALLING_ACTION
58	502	FALLING_ACTION
502	904	PRECONDITION
46	50	FALLING_ACTION
82	527	FALLING_ACTION
58	132	FALLING_ACTION
96	904	PRECONDITION
96	103	FALLING_ACTION
54	408	FALLING_ACTION
96	408	FALLING_ACTION
54	904	PRECONDITION
50	514	FALLING_ACTION
96	151	FALLING_ACTION
54	82	PRECONDITION
413	502	PRECONDITION
103	132	PRECONDITION
70	413	FALLING_ACTION
50	82	FALLING_ACTION
76	502	PRECONDITION
76	425	PRECONDITION
132	151	FALLING_ACTION
132	904	PRECONDITION
54	514	PRECONDITION
54	58	PRECONDITION
54	151	FALLING_ACTION
527	904	PRECONDITION
413	425	PRECONDITION
132	514	PRECONDITION
50	425	PRECONDITION
393_394	397	FALLING_ACTION
96	514	PRECONDITION
82	132	FALLING_ACTION
54	103	FALLING_ACTION
46	413	FALLING_ACTION
70	82	PRECONDITION
502	514	PRECONDITION
82	502	FALLING_ACTION
50	904	FALLING_ACTION
58	527	FALLING_ACTION
58	96	FALLING_ACTION
132	408	FALLING_ACTION
46	76	FALLING_ACTION
70	76	FALLING_ACTION
70	514	PRECONDITION
514	527	FALLING_ACTION
70	904	PRECONDITION
393_394	406	PRECONDITION
50	58	FALLING_ACTION
58	70	FALLING_ACTION
