75	82	FALLING_ACTION
36_37_38_39_40_41	185_186	PRECONDITION
36_37_38_39_40_41	73	PRECONDITION
36_37_38_39_40_41	181	PRECONDITION
56_57_58_59_60_61	181	PRECONDITION
222	224	PRECONDITION
181	195	FALLING_ACTION
82	181	PRECONDITION
73	82	FALLING_ACTION
56_57_58_59_60_61	73	PRECONDITION
82	185_186	PRECONDITION
34	82	FALLING_ACTION
34	36_37_38_39_40_41	FALLING_ACTION
213	222	PRECONDITION
36_37_38_39_40_41	75	PRECONDITION
56_57_58_59_60_61	75	PRECONDITION
73	195	FALLING_ACTION
75	195	FALLING_ACTION
56_57_58_59_60_61	185_186	PRECONDITION
185_186	195	FALLING_ACTION
34	195	FALLING_ACTION
34	56_57_58_59_60_61	FALLING_ACTION
